user,diff
82105,"[1968, 1206, 4022, 7438]"
82110,"[103048, 6377, 5299, 104339]"
82115,"[103141, 37475, 45517, 64575]"
82116,"[1387, 2916, 1213, 5902]"
82117,"[1089, 1307, 21, 1961]"
82120,"[593, 5505, 56251, 574]"
82124,"[1961, 2706, 1797, 54001]"
82125,"[2011, 7250, 1083, 318]"
82131,"[3681, 32587, 3949, 54503]"
82132,"[32, 49314, 1251, 2094]"
82134,"[54736, 4553, 68157, 80398]"
82137,"[2324, 88125, 85414, 3751]"
82141,"[1265, 61132, 1285, 54503]"
82145,"[2959, 5989, 52973, 54503]"
82148,"[49824, 1248, 63859, 72998]"
82167,"[58627, 44195, 47952, 68135]"
82173,"[3408, 3114, 5418, 357]"
82174,"[1474, 3668, 4022, 3863]"
82175,"[1234, 8874, 3685, 6711]"
82178,"[1089, 1260, 1333, 3910]"
82181,"[31658, 914, 50802, 8638]"
82195,"[296, 46530, 3448, 349]"
82202,"[1689, 5010, 5292, 52606]"
82204,"[5618, 30810, 1219, 2012]"
82211,"[71464, 3525, 229, 54503]"
82217,"[904, 5418, 58162, 3552]"
82222,"[6016, 32, 3949, 8117]"
82233,"[2728, 8228, 32469, 31030]"
82238,"[1921, 5479, 68358, 58559]"
82241,"[1089, 1307, 292, 2329]"
82251,"[1544, 5459, 2716, 923]"
82253,"[1835, 78499, 7149, 79091]"
82257,"[34336, 3578, 364, 4886]"
82258,"[1704, 1033, 7143, 1079]"
82260,"[1552, 593, 5418, 59315]"
82265,"[58425, 2762, 780, 44191]"
82279,"[7584, 8970, 30707, 1374]"
82280,"[3872, 35347, 43376, 5782]"
82301,"[1193, 3786, 6748, 6333]"
82307,"[6378, 356, 150, 45447]"
82308,"[586, 1387, 51255, 56367]"
82312,"[2600, 5682, 7060, 3006]"
82315,"[2571, 3396, 1221, 1262]"
82316,"[1203, 89492, 68358, 7215]"
82323,"[7137, 1835, 3269, 1479]"
82328,"[3160, 8644, 741, 6350]"
82336,"[54001, 3114, 595, 60684]"
82339,"[296, 531, 60, 1230]"
82342,"[1704, 1641, 7173, 2000]"
82349,"[1200, 1321, 1245, 68358]"
82360,"[89745, 2394, 4299, 1580]"
82361,"[74458, 79132, 57669, 1279]"
82362,"[32, 1258, 778, 6502]"
82364,"[1088, 34072, 4027, 6765]"
82372,"[5991, 48394, 53447, 39]"
82377,"[3296, 94070, 5269, 326]"
82379,"[74458, 4995, 356, 67087]"
82388,"[8368, 1961, 72998, 3000]"
82389,"[7841, 431, 1214, 1175]"
82400,"[6377, 8228, 27790, 3735]"
82410,"[1784, 1923, 1860, 109374]"
82417,"[111362, 1419, 115149, 45447]"
82418,"[115122, 94466, 33558, 105954]"
82421,"[912, 7153, 68358, 8207]"
82425,"[1104, 1270, 589, 7254]"
82426,"[72641, 33660, 4886, 3911]"
82428,"[741, 78499, 78469, 110]"
82433,"[97304, 5418, 1556, 104]"
82434,"[114662, 106916, 89774, 116799]"
82437,"[3481, 8910, 3646, 3897]"
82439,"[1625, 6539, 1036, 2406]"
82442,"[3152, 7361, 457, 1197]"
82447,"[80928, 4993, 1270, 2959]"
82457,"[8499, 364, 34405, 6350]"
82459,"[86882, 6539, 41285, 6935]"
82472,"[5225, 9018, 1732, 6509]"
82477,"[8368, 36, 2997, 3039]"
82478,"[32587, 4995, 780, 65612]"
82481,"[3753, 3916, 3980, 2001]"
82482,"[8368, 4027, 31685, 5989]"
82483,"[6874, 4011, 48780, 7438]"
82486,"[3160, 63082, 4900, 45722]"
82496,"[364, 1961, 8970, 3916]"
82497,"[106920, 94466, 60069, 150]"
82502,"[97304, 45210, 101864, 60072]"
82503,"[5064, 58490, 1643, 5574]"
82506,"[720, 4017, 1219, 3448]"
82509,"[2395, 78499, 6350, 1206]"
82512,"[73017, 4011, 5445, 2502]"
82513,"[6873, 390, 253, 60126]"
82514,"[26865, 1274, 1027, 26750]"
82515,"[1097, 30707, 2908, 2558]"
82526,"[7361, 50, 5300, 56367]"
82529,"[2398, 3451, 6942, 1247]"
82532,"[78499, 500, 2502, 79091]"
82552,"[1232, 593, 3310, 60943]"
82554,"[32587, 5418, 1291, 64197]"
82560,"[4816, 59014, 4989, 63062]"
82562,"[5464, 912, 33004, 41997]"
82566,"[1265, 90866, 61236, 68954]"
82575,"[1270, 4979, 1357, 110]"
82578,"[48304, 1210, 541, 3462]"
82580,"[106696, 8132, 48516, 4366]"
82581,"[5992, 6953, 4378, 4661]"
82585,"[1124, 5801, 4027, 6724]"
82586,"[4720, 593, 4262, 110]"
82590,"[1200, 73017, 3741, 1214]"
82595,"[2288, 4034, 2987, 4886]"
82599,"[8784, 4993, 60674, 3639]"
82603,"[2951, 61401, 64716, 23]"
82607,"[2355, 50, 3147, 1358]"
82608,"[288, 1274, 5418, 68358]"
82622,"[5992, 5218, 7099, 6286]"
82624,"[37857, 266, 7123, 50]"
82627,"[7056, 3494, 8772, 8334]"
82633,"[5049, 1586, 52950, 3479]"
82634,"[3114, 6787, 6188, 3087]"
82635,"[1704, 53972, 214, 45175]"
82642,"[70286, 5669, 69757, 111]"
82644,"[3617, 2826, 6987, 3686]"
82647,"[4306, 780, 3253, 4973]"
82651,"[73017, 89780, 44974, 95167]"
82654,"[5034, 4327, 915, 6791]"
82658,"[8880, 562, 55069, 3341]"
82668,"[115617, 106100, 2109, 47]"
82675,"[48385, 42738, 6365, 66097]"
82688,"[4095, 253, 350, 3535]"
82690,"[2496, 48385, 594, 49220]"
82694,"[7153, 1754, 900, 4246]"
82695,"[1625, 2018, 56587, 1250]"
82708,"[1200, 8961, 1954, 6870]"
82712,"[3752, 2542, 442, 1086]"
82714,"[3730, 709, 950, 112183]"
82715,"[1580, 51662, 4022, 44199]"
82719,"[69481, 5481, 805, 8957]"
82720,"[79132, 1357, 1646, 6711]"
82721,"[54001, 7386, 7059, 69844]"
82725,"[70286, 4701, 2501, 2150]"
82734,"[56921, 1396, 1573, 67255]"
82735,"[1954, 8340, 2989, 1222]"
82739,"[3272, 1827, 7158, 4470]"
82742,"[44665, 3578, 318, 1223]"
82743,"[3081, 3675, 2413, 2141]"
82747,"[233, 8533, 77846, 8207]"
82752,"[6377, 905, 902, 64614]"
82755,"[2, 5941, 6166, 410]"
82763,"[8208, 3555, 31116, 2959]"
82766,"[364, 2617, 7361, 111]"
82769,"[778, 4299, 2997, 551]"
82770,"[3256, 34162, 3275, 7624]"
82777,"[4018, 1393, 1962, 4367]"
82778,"[2019, 36708, 8622, 2726]"
82783,"[2080, 1961, 3763, 59315]"
82784,"[2712, 5400, 2340, 364]"
82788,"[4848, 44555, 924, 8132]"
82789,"[7234, 5291, 56060, 1859]"
82801,"[30793, 8665, 34540, 8815]"
82803,"[1527, 59315, 79293, 58295]"
82805,"[55901, 68157, 56782, 82463]"
82808,"[3275, 40732, 333, 33166]"
82811,"[48696, 104337, 4027, 93855]"
82825,"[49272, 442, 2722, 2455]"
82826,"[608, 1193, 2028, 2000]"
82829,"[1178, 923, 1955, 59615]"
82839,"[2640, 4993, 63859, 59369]"
82840,"[6016, 85354, 110, 5903]"
82845,"[1674, 1587, 6539, 38038]"
82848,"[8873, 4993, 5300, 54190]"
82856,"[1210, 5418, 50, 5989]"
82859,"[3504, 1225, 3546, 1267]"
82866,"[5618, 858, 1036, 111]"
82873,"[6953, 55284, 104913, 112556]"
82875,"[37855, 1238, 41566, 4367]"
82880,"[7147, 55052, 40629, 23]"
82882,"[1136, 8961, 542, 1127]"
82885,"[48394, 356, 74789, 69951]"
82889,"[6440, 4226, 319, 112183]"
82893,"[91529, 3468, 56782, 8950]"
82896,"[46530, 6378, 6669, 36527]"
82900,"[1394, 1196, 1966, 3578]"
82902,"[4896, 7458, 51662, 4878]"
82907,"[67255, 5418, 1287, 52319]"
82908,"[72226, 39292, 7325, 38061]"
82909,"[616, 1193, 596, 31878]"
82912,"[1208, 6874, 1198, 7438]"
82920,"[4993, 30810, 6539, 8949]"
82927,"[103384, 6754, 3893, 1223]"
82931,"[4848, 8874, 2076, 6333]"
82935,"[1704, 89745, 2732, 44694]"
82941,"[64614, 84613, 5014, 4223]"
82943,"[77561, 410, 1907, 91630]"
82946,"[1377, 64034, 27660, 110]"
82949,"[7121, 4306, 2355, 1287]"
82958,"[1945, 1883, 4022, 1247]"
82966,"[5952, 31658, 6212, 58559]"
82968,"[3408, 2273, 1387, 40819]"
82969,"[6016, 4223, 46322, 2959]"
82971,"[2321, 3034, 3147, 6]"
82972,"[1265, 7293, 2454, 1263]"
82979,"[593, 46578, 6870, 27846]"
82981,"[3471, 6323, 52973, 599]"
82988,"[1243, 4027, 3671, 551]"
82990,"[5873, 1923, 4995, 2565]"
82991,"[1256, 115569, 112171, 7649]"
82994,"[2329, 97913, 88125, 72998]"
82999,"[4975, 6502, 33166, 5135]"
83004,"[266, 5418, 293, 1479]"
83007,"[2394, 7143, 2018, 4367]"
83008,"[91630, 2002, 2539, 5574]"
83009,"[36525, 81845, 293, 671]"
83016,"[1387, 3147, 2763, 2671]"
83017,"[6016, 78039, 62511, 6159]"
83018,"[236, 47, 4973, 8983]"
83021,"[261, 2700, 7285, 31694]"
83022,"[8984, 1, 1198, 6942]"
83024,"[6890, 1244, 99917, 26974]"
83034,"[288, 1777, 5418, 27831]"
83045,"[98809, 2395, 1212, 3949]"
83046,"[58559, 63131, 69844, 71823]"
83050,"[4993, 33660, 7445, 73017]"
83052,"[72011, 78499, 48780, 80463]"
83054,"[32, 593, 1266, 1291]"
83056,"[2657, 3275, 4995, 1367]"
83063,"[3702, 69604, 55814, 3967]"
83067,"[110, 47610, 44195, 70286]"
83072,"[2617, 33004, 508, 527]"
83076,"[1641, 2268, 1721, 3793]"
83077,"[1952, 908, 79132, 2502]"
83081,"[8376, 68157, 109895, 111743]"
83084,"[33794, 41573, 362, 3087]"
83089,"[253, 32587, 541, 1206]"
83101,"[25833, 3739, 3038, 4999]"
83112,"[91529, 4011, 79132, 551]"
83113,"[1136, 8961, 5995, 247]"
83120,"[33794, 1283, 1254, 2927]"
83122,"[2144, 112290, 55820, 112552]"
83125,"[54881, 79242, 3019, 80463]"
83127,"[1777, 4979, 1513, 3751]"
83133,"[45208, 49274, 1923, 231]"
83136,"[49530, 3421, 318, 2023]"
83142,"[1208, 25, 50, 1225]"
83151,"[912, 1042, 236, 42015]"
83158,"[6808, 31410, 34437, 2410]"
83159,"[288, 54881, 1291, 2997]"
83162,"[7361, 68954, 541, 4878]"
83164,"[1625, 553, 67087, 47]"
83172,"[2866, 7451, 1500, 2863]"
83182,"[3355, 2571, 6365, 45431]"
83184,"[2393, 7826, 106918, 2023]"
83191,"[5630, 50804, 4725, 66934]"
83198,"[2762, 48738, 51931, 67734]"
83200,"[1073, 802, 539, 4886]"
83202,"[52281, 2571, 62437, 66335]"
83203,"[1704, 59315, 5293, 750]"
83214,"[69529, 4546, 6380, 37741]"
83216,"[296, 318, 1036, 54286]"
83218,"[1374, 2858, 1230, 70286]"
83221,"[8636, 50, 899, 380]"
83224,"[72169, 1754, 88125, 38061]"
83226,"[1023, 79132, 1214, 919]"
83230,"[1345, 65418, 6350, 6591]"
83234,"[296, 1089, 48780, 1200]"
83237,"[1345, 90866, 364, 4501]"
83244,"[898, 926, 661, 93838]"
83252,"[33683, 44828, 1590, 5679]"
83261,"[2712, 1225, 7323, 4308]"
83275,"[26760, 3548, 2700, 27871]"
83280,"[5952, 1625, 33794, 1376]"
83282,"[1513, 1682, 555, 380]"
83297,"[8464, 3826, 1387, 35836]"
83302,"[6281, 1515, 53953, 81782]"
83305,"[78105, 5266, 80126, 111]"
83313,"[63859, 524, 2797, 31878]"
83321,"[2302, 48516, 1997, 51662]"
83323,"[74450, 76093, 88125, 410]"
83330,"[1, 4226, 3753, 4022]"
83331,"[232, 5780, 1202, 50740]"
83334,"[5464, 44665, 8228, 111]"
83337,"[608, 1682, 1253, 47]"
83347,"[44665, 110, 4963, 51662]"
83348,"[4993, 5418, 80463, 77455]"
83352,"[288, 3481, 2355, 2396]"
83356,"[1282, 30810, 2571, 1356]"
83357,"[4993, 6297, 457, 2006]"
83358,"[497, 7323, 2181, 1333]"
83361,"[54272, 1969, 741, 4262]"
83363,"[52281, 74458, 70286, 8950]"
83373,"[5899, 6884, 2108, 2182]"
83374,"[87232, 8961, 1907, 97913]"
83380,"[5377, 1291, 4995, 223]"
83381,"[1584, 778, 48780, 780]"
83382,"[3504, 922, 31923, 3814]"
83394,"[4896, 2762, 68954, 2470]"
83396,"[91658, 4995, 589, 91542]"
83400,"[8033, 3307, 34437, 2542]"
83401,"[16, 353, 2278, 27831]"
83403,"[38304, 71156, 79132, 68157]"
83407,"[364, 2987, 2700, 27773]"
83413,"[31433, 54190, 54001, 150]"
83417,"[1391, 1580, 252, 5903]"
83418,"[7451, 101362, 92259, 81932]"
83419,"[8984, 1921, 1210, 73017]"
83431,"[2291, 4963, 293, 33166]"
83432,"[552, 364, 2379, 1100]"
83435,"[2788, 1285, 87222, 47]"
83437,"[1013, 2572, 5415, 911]"
83440,"[1924, 25771, 1732, 6509]"
83441,"[1136, 1210, 1580, 6333]"
83443,"[17, 79091, 1028, 88125]"
83447,"[912, 46578, 586, 339]"
83448,"[50068, 1250, 4027, 62644]"
83449,"[2683, 107, 318, 4447]"
83450,"[912, 50068, 3683, 46723]"
83459,"[1210, 59315, 2028, 1222]"
83461,"[4016, 32587, 1219, 4980]"
83465,"[5152, 47610, 1917, 51662]"
83478,"[296, 1090, 858, 47]"
83482,"[1934, 3363, 2750, 2919]"
83484,"[1193, 858, 6188, 1711]"
83490,"[51084, 954, 2572, 1693]"
83493,"[1258, 3147, 62644, 78349]"
83495,"[8042, 7091, 924, 3741]"
83497,"[5617, 2268, 780, 55247]"
83498,"[648, 1275, 3704, 2167]"
83503,"[5418, 3147, 4995, 1093]"
83507,"[5064, 6539, 3412, 1957]"
83512,"[1248, 2076, 912, 1222]"
83513,"[1339, 2700, 33677, 27815]"
83515,"[912, 377, 30810, 2948]"
83517,"[2571, 593, 4995, 589]"
83518,"[47952, 80831, 84613, 40815]"
83525,"[2762, 1625, 48738, 1198]"
83531,"[54272, 69644, 49272, 2959]"
83542,"[5989, 5349, 5638, 1183]"
83549,"[4025, 7346, 1347, 318]"
83550,"[3435, 1027, 1252, 2726]"
83553,"[6724, 1333, 25750, 2599]"
83554,"[4450, 97395, 1213, 7371]"
83555,"[1265, 2922, 26313, 81641]"
83556,"[100108, 107069, 2918, 100527]"
83557,"[1408, 51834, 59387, 91500]"
83561,"[5618, 7361, 4034, 3075]"
83575,"[31225, 2411, 46972, 7263]"
83579,"[96737, 5618, 109374, 5679]"
83587,"[32, 6539, 260, 150]"
83590,"[1097, 914, 940, 50]"
83592,"[3408, 1777, 1370, 4489]"
83594,"[81257, 7572, 96829, 26614]"
83595,"[5617, 29, 6, 551]"
83598,"[2064, 4034, 778, 30707]"
83600,"[55280, 81834, 81564, 6502]"
83601,"[45720, 55290, 55276, 56782]"
83603,"[7153, 1635, 4979, 47]"
83608,"[280, 58559, 2011, 551]"
83609,"[8376, 34072, 8998, 1967]"
83610,"[2376, 4226, 2692, 3198]"
83612,"[805, 6787, 30749, 350]"
83622,"[86833, 86882, 78499, 33493]"
83625,"[2937, 6787, 955, 5446]"
83628,"[8529, 1089, 46976, 7254]"
83631,"[60040, 119145, 106916, 55052]"
83632,"[62376, 5899, 60684, 1214]"
83633,"[6016, 40819, 36517, 37733]"
83635,"[7153, 5618, 1254, 750]"
83637,"[3360, 480, 3210, 73854]"
83638,"[2081, 60069, 91542, 109487]"
83639,"[4033, 3555, 64620, 5107]"
83640,"[223, 6796, 733, 58559]"
83647,"[49272, 50, 25788, 27878]"
83648,"[3081, 2021, 33166, 2105]"
83651,"[5952, 52328, 2795, 1580]"
83653,"[457, 1198, 150, 56775]"
83655,"[608, 356, 1197, 1223]"
83658,"[1569, 4993, 2565, 2701]"
83664,"[56152, 69122, 597, 40870]"
83671,"[54001, 49530, 52973, 106782]"
83672,"[93840, 32587, 91500, 2918]"
83675,"[1136, 7698, 4011, 2959]"
83676,"[6378, 1923, 2012, 66934]"
83680,"[97752, 34162, 112804, 56174]"
83684,"[344, 6003, 293, 53207]"
83691,"[1240, 1242, 1259, 316]"
83692,"[83132, 79132, 38038, 3751]"
83697,"[482, 35347, 4011, 110]"
83698,"[8361, 442, 802, 1997]"
83709,"[3081, 7034, 539, 3949]"
83710,"[1240, 4014, 6229, 1950]"
83717,"[36537, 76091, 2324, 69995]"
83720,"[3968, 48394, 53125, 4090]"
83721,"[7481, 4995, 30812, 3911]"
83724,"[1200, 4896, 2291, 4022]"
83725,"[1968, 1201, 5418, 2291]"
83726,"[1221, 3363, 7380, 6565]"
83742,"[104, 3081, 42738, 44972]"
83747,"[4306, 33794, 4995, 1270]"
83756,"[60766, 2194, 82667, 54286]"
83761,"[50872, 69122, 48780, 88125]"
83765,"[1997, 1193, 81845, 44191]"
83772,"[110586, 1220, 81845, 318]"
83779,"[2640, 26865, 34530, 33679]"
83783,"[4228, 589, 3798, 4973]"
83788,"[104, 54001, 5445, 551]"
83797,"[54995, 68205, 2542, 1223]"
83806,"[1221, 1407, 1093, 58559]"
83812,"[5952, 65261, 6350, 919]"
83819,"[6377, 69122, 5989, 150]"
83822,"[1, 4034, 40870, 350]"
83823,"[58490, 59501, 99910, 106487]"
83825,"[112623, 750, 107406, 2359]"
83826,"[34048, 71211, 924, 70599]"
83831,"[1282, 54503, 80549, 61071]"
83833,"[593, 91529, 46578, 44191]"
83835,"[36529, 53972, 59369, 3527]"
83841,"[2858, 5420, 8781, 30812]"
83849,"[102993, 90746, 91529, 78349]"
83855,"[89753, 61026, 40629, 2922]"
83863,"[52456, 33660, 7293, 70599]"
83866,"[84392, 104841, 74795, 48774]"
83878,"[7153, 1266, 1527, 3671]"
83879,"[4085, 3949, 21, 527]"
83888,"[1408, 2571, 5669, 653]"
83891,"[457, 5266, 1219, 1892]"
83899,"[1954, 3948, 8622, 2671]"
83901,"[3617, 2926, 5524, 2710]"
83904,"[84152, 1580, 1653, 26528]"
83905,"[592, 3476, 56782, 150]"
83907,"[6377, 539, 2291, 7223]"
83910,"[8614, 541, 65230, 1197]"
83914,"[8665, 7090, 55765, 54286]"
83918,"[73000, 101362, 110771, 118696]"
83923,"[2690, 4874, 2100, 2390]"
83925,"[745, 2291, 1079, 551]"
83926,"[69757, 2858, 55765, 64614]"
83934,"[32, 2329, 6874, 48774]"
83936,"[3160, 3362, 608, 68237]"
83941,"[3256, 2081, 1101, 317]"
83944,"[62081, 5139, 1876, 2109]"
83947,"[8930, 111235, 26471, 97395]"
83948,"[57528, 1339, 802, 55080]"
83949,"[45728, 4508, 1952, 56367]"
83959,"[8376, 55276, 1589, 54997]"
83964,"[45722, 88140, 4901, 80463]"
83968,"[72378, 1586, 103253, 1183]"
83970,"[26152, 909, 73854, 6863]"
83972,"[5640, 61323, 608, 106782]"
83973,"[60040, 81847, 118696, 102903]"
83980,"[3861, 1347, 53125, 8131]"
83982,"[57368, 71535, 5902, 77455]"
83984,"[112556, 7444, 116797, 231]"
83989,"[537, 6538, 589, 4886]"
83990,"[4016, 3793, 5952, 39183]"
83995,"[2144, 39183, 67734, 111]"
84012,"[457, 112852, 1732, 223]"
84016,"[3793, 5459, 1580, 1367]"
84026,"[912, 1213, 2094, 1127]"
84033,"[3355, 4855, 56788, 48783]"
84036,"[6664, 48738, 5296, 49286]"
84043,"[69122, 2403, 5989, 318]"
84045,"[32, 4995, 1093, 51662]"
84046,"[2248, 1923, 111, 327]"
84047,"[1200, 180, 741, 70286]"
84048,"[162, 3578, 1954, 1293]"
84049,"[89745, 6373, 51086, 4975]"
84061,"[54881, 4226, 1923, 1527]"
84068,"[63082, 2716, 6333, 3159]"
84078,"[2858, 3967, 48774, 2871]"
84080,"[93840, 7371, 198, 5294]"
84081,"[54001, 4235, 2804, 2245]"
84086,"[5952, 7153, 1645, 1479]"
84090,"[73608, 31658, 32587, 55247]"
84092,"[4720, 3081, 50, 6787]"
84093,"[1653, 1645, 589, 34319]"
84094,"[665, 63082, 780, 4239]"
84101,"[3360, 51931, 5445, 60069]"
84105,"[1594, 40819, 55820, 8638]"
84108,"[71579, 4700, 30749, 56775]"
84109,"[586, 1291, 2700, 40815]"
84110,"[2541, 1517, 1597, 5669]"
84115,"[8874, 2291, 60941, 3071]"
84116,"[2762, 1954, 2716, 109487]"
84117,"[2948, 2764, 53125, 1967]"
84124,"[1968, 1923, 2396, 1270]"
84125,"[4226, 7003, 1274, 79357]"
84140,"[8360, 1265, 3114, 368]"
84148,"[44665, 43869, 110, 319]"
84151,"[529, 70293, 62799, 3105]"
84152,"[46723, 7380, 3301, 54734]"
84153,"[1, 1378, 52604, 55276]"
84157,"[8368, 1396, 5816, 2232]"
84158,"[905, 5445, 1189, 1198]"
84160,"[8128, 85354, 7147, 59103]"
84161,"[49274, 4014, 49530, 3751]"
84163,"[6552, 746, 3788, 8910]"
84165,"[2329, 63082, 778, 47]"
84173,"[3435, 2186, 923, 293]"
84177,"[8665, 42018, 5299, 750]"
84204,"[1408, 44665, 48516, 91542]"
84208,"[80928, 293, 1358, 67255]"
84212,"[53953, 4306, 3275, 42197]"
84233,"[778, 2762, 4226, 3091]"
84235,"[6502, 72226, 48516, 56782]"
84241,"[8528, 8827, 318, 3535]"
84246,"[2321, 4141, 2174, 95510]"
84247,"[3361, 1947, 1101, 2565]"
84254,"[969, 2918, 3911, 2863]"
84266,"[50, 587, 6796, 26271]"
84270,"[1265, 33794, 47491, 1279]"
84272,"[8529, 34405, 41285, 33639]"
84274,"[44168, 7386, 922, 2947]"
84276,"[2144, 50912, 2819, 910]"
84283,"[48744, 1784, 37240, 33679]"
84284,"[3000, 30793, 364, 41997]"
84285,"[7256, 4529, 1136, 64614]"
84287,"[7451, 858, 3275, 5989]"
84288,"[93721, 2115, 119141, 1215]"
84290,"[6104, 25827, 2572, 935]"
84297,"[1729, 3298, 4349, 3566]"
84306,"[3503, 6331, 1086, 1199]"
84312,"[3104, 26242, 33660, 223]"
84314,"[8665, 3578, 4246, 2407]"
84315,"[593, 45722, 1732, 47]"
84317,"[232, 7153, 356, 3535]"
84318,"[2916, 2141, 382, 1079]"
84322,"[44665, 2490, 2420, 114662]"
84327,"[6218, 31685, 1270, 2959]"
84330,"[593, 76093, 1358, 81847]"
84335,"[3897, 8132, 333, 54997]"
84338,"[3176, 4979, 59784, 111]"
84339,"[62344, 63082, 2396, 1663]"
84342,"[1288, 1193, 2571, 1136]"
84343,"[3489, 2762, 59900, 590]"
84358,"[97938, 2571, 2628, 78499]"
84359,"[665, 1682, 48780, 69951]"
84361,"[58297, 42738, 3535, 5463]"
84363,"[592, 364, 367, 2455]"
84365,"[4085, 4306, 105844, 253]"
84366,"[5952, 4993, 413, 454]"
84372,"[111362, 3949, 110102, 367]"
84374,"[36401, 69122, 62374, 1639]"
84379,"[8376, 73017, 69757, 69951]"
84380,"[5218, 4308, 41566, 39]"
84385,"[1089, 1073, 592, 6333]"
84386,"[1625, 2396, 6078, 4343]"
84388,"[904, 926, 912, 5902]"
84390,"[49272, 77561, 2115, 86332]"
84392,"[2888, 45722, 56788, 3967]"
84395,"[46578, 914, 110, 4886]"
84396,"[74152, 555, 42718, 102123]"
84397,"[2528, 52281, 594, 52245]"
84402,"[69481, 497, 69140, 68157]"
84404,"[87304, 104841, 91630, 64614]"
84405,"[2000, 6617, 4014, 7143]"
84410,"[6753, 1371, 7318, 3555]"
84411,"[345, 1036, 6565, 647]"
84420,"[1610, 2628, 318, 1391]"
84427,"[7090, 858, 3996, 589]"
84428,"[4776, 82041, 97188, 1215]"
84430,"[91535, 67255, 6378, 47]"
84434,"[3617, 71057, 2428, 68237]"
84441,"[3114, 66371, 53996, 8983]"
84444,"[3624, 5481, 1376, 1214]"
84450,"[3745, 858, 1394, 62999]"
84452,"[904, 1289, 7371, 26326]"
84462,"[3160, 8981, 318, 949]"
84465,"[31410, 356, 57669, 4734]"
84467,"[57368, 32587, 3000, 1591]"
84468,"[2136, 4370, 80549, 72407]"
84474,"[3210, 3499, 3317, 6863]"
84476,"[116161, 34405, 1214, 116799]"
84480,"[106642, 90531, 112852, 2723]"
84481,"[55765, 293, 1653, 3717]"
84485,"[8961, 858, 39292, 39446]"
84487,"[50, 293, 83134, 80549]"
84492,"[1625, 553, 80489, 2797]"
84496,"[3552, 364, 587, 30812]"
84497,"[608, 44665, 1036, 70286]"
84502,"[3408, 48738, 1203, 54259]"
84504,"[1080, 858, 8636, 3702]"
84510,"[481, 2403, 2083, 8798]"
84515,"[1274, 8532, 33437, 44694]"
84516,"[53996, 6947, 88140, 2398]"
84518,"[27816, 1266, 1214, 8368]"
84521,"[55290, 100498, 35957, 1214]"
84527,"[58559, 74458, 106782, 27831]"
84530,"[1784, 377, 1610, 588]"
84532,"[3168, 3498, 1222, 903]"
84533,"[3977, 7034, 88125, 49278]"
84534,"[608, 3146, 4232, 3535]"
84538,"[7073, 1090, 6867, 922]"
84541,"[4776, 54513, 112552, 112183]"
84542,"[1088, 83803, 32291, 84772]"
84543,"[59784, 8961, 1220, 60684]"
84545,"[90866, 1097, 91890, 2003]"
84549,"[2731, 2076, 2181, 1246]"
84551,"[52328, 115569, 6539, 106920]"
84553,"[26131, 2203, 1260, 3052]"
84556,"[5952, 59369, 1136, 1653]"
84558,"[97936, 98809, 55176, 4055]"
84565,"[4235, 1260, 1219, 7132]"
84572,"[2376, 37731, 7325, 48774]"
84579,"[1210, 2858, 7766, 2599]"
84582,"[2028, 1917, 33166, 27831]"
84590,"[5952, 4873, 55908, 7367]"
84606,"[104, 3578, 3508, 1037]"
84607,"[40946, 79091, 2918, 1095]"
84608,"[2248, 40826, 27, 1381]"
84610,"[3552, 1466, 750, 3578]"
84612,"[17, 51834, 778, 919]"
84614,"[89072, 2028, 3022, 3334]"
84615,"[2243, 541, 72998, 3751]"
84616,"[1952, 7361, 1244, 55444]"
84620,"[4019, 588, 5989, 4014]"
84624,"[97923, 367, 103141, 44199]"
84625,"[54272, 54785, 1623, 5679]"
84629,"[4344, 6003, 1036, 48774]"
84633,"[4007, 1090, 33660, 44199]"
84637,"[8368, 914, 2424, 6879]"
84641,"[6953, 112556, 40148, 3677]"
84645,"[3296, 3996, 3363, 2692]"
84648,"[1704, 1682, 5445, 3578]"
84652,"[3578, 1917, 4973, 45499]"
84655,"[1288, 2028, 2997, 51255]"
84664,"[858, 4220, 7013, 34162]"
84672,"[1097, 1089, 1210, 902]"
84674,"[1097, 2985, 64614, 27611]"
84676,"[1537, 27803, 2396, 1079]"
84677,"[920, 4993, 2490, 2390]"
84680,"[7458, 4262, 733, 4886]"
84681,"[50912, 1237, 2750, 62511]"
84682,"[344, 8361, 67186, 2411]"
84683,"[3825, 3300, 3052, 6567]"
84698,"[8340, 1982, 8950, 109487]"
84705,"[2916, 3996, 1917, 919]"
84716,"[104913, 97921, 90405, 48774]"
84721,"[5218, 2683, 5299, 1270]"
84724,"[34542, 922, 11, 70286]"
84726,"[2664, 6448, 7218, 1077]"
84733,"[593, 68954, 741, 527]"
84743,"[1584, 3897, 42738, 39435]"
84751,"[7153, 49530, 58299, 5991]"
84752,"[103539, 88405, 319, 51255]"
84759,"[1288, 2353, 2762, 3911]"
84777,"[3481, 7090, 44555, 2628]"
84785,"[3018, 61323, 4262, 1967]"
84792,"[106920, 51080, 5572, 96829]"
84796,"[63082, 1189, 26614, 1047]"
84799,"[1263, 43333, 1246, 750]"
84801,"[5992, 3083, 4979, 1235]"
84802,"[3176, 5617, 7371, 5605]"
84803,"[1552, 420, 45728, 7143]"
84806,"[296, 90600, 2723, 53519]"
84809,"[1257, 954, 899, 1284]"
84815,"[3341, 235, 3405, 5693]"
